1	1	p.adl.G2.txt	2 2 2 2	ἔτους μϛ | Μεσορὴ | δ	year: 46 | month: Mesore | day: 4	ἔτους μϛ Μεσορὴ δ	-0124-08-22	-0124-08-22	0	
3353	69913	rom.mil.rec.1.64_1.txt	35 35 35 36 36	Κόμων Κόμων Κόμων Κόμων Κόμων		[e]x̣ [i]ịi Nonas s(upra) s(cript)as	0156-08-31	0156-08-31	0	
3354	69913	rom.mil.rec.1.64_1.txt	37 37	Κόμων Κόμων		[eodem] co(n)s(ule)	0156-08-31	0156-08-31	0	
3355	69913	rom.mil.rec.1.64_1.txt	39 39	Κόμων Κόμων		eodem [co(n)s(ule)]	0156-08-31	0156-08-31	0	
3356	69913	rom.mil.rec.1.64_2.txt	1 1 1 1	Κόμων Κόμων Κόμων Κόμων		[Severo] [et] [Sabiniano] [co(n)s(ulibus)]	0156-08-31	0156-08-31	0	
3357	69913	rom.mil.rec.1.64_2.txt	2 2 2 3 4 4 4 4	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		[ex] |gap=unknown| [Kal(endas)] Ian[uarias] Silvano et A[ugurino] [co(n)s(ulibus)]	0156-08-31	0156-08-31	0	
3358	69913	rom.mil.rec.1.64_2.txt	5 5 6 6	Κόμων Κόμων Κόμων Κόμων		[ex] |gap=2| Nonas M|gap=unknown|	0156-08-31	0156-08-31	0	
3359	69913	rom.mil.rec.1.64_2.txt	7 7	Κόμων Κόμων		[eodem] [co(n)s(ule)]	0156-08-31	0156-08-31	0	
3360	69913	rom.mil.rec.1.64_2.txt	8 8 9	Κόμων Κόμων Κόμων		[ex] |gap=unknown| Apriles	0156-08-31	0156-08-31	0	
3361	69913	rom.mil.rec.1.64_2.txt	10 10	Κόμων Κόμων		eọdẹ[m] [co(n)s(ule)]	0156-08-31	0156-08-31	0	
3362	69913	rom.mil.rec.1.64_2.txt	11 11 12 12	Κόμων Κόμων Κόμων Κόμων		ex xvi|gap=unknown| Kal(endas) Maias	0156-08-31	0156-08-31	0	
3363	69913	rom.mil.rec.1.64_2.txt	16 16 16 16	Κόμων Κόμων Κόμων Κόμων		Condiano et Maximo co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3364	69913	rom.mil.rec.1.64_2.txt	17 17 17 18	Κόμων Κόμων Κόμων Κόμων		ex viii Kaḷ(endas) Apriles	0156-08-31	0156-08-31	0	
3365	69913	rom.mil.rec.1.64_2.txt	19 19 19 19	Κόμων Κόμων Κόμων Κόμων		Torquato et Iuliano co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3366	69913	rom.mil.rec.1.64_2.txt	20 20 20 21	Κόμων Κόμων Κόμων Κόμων		ex iv Idus Noṿembres	0156-08-31	0156-08-31	0	
3367	69913	rom.mil.rec.1.64_2.txt	23 23 23 23	Κόμων Κόμων Κόμων Κόμων		Comṃ[odo] et Pompeianọ cọ(n)ṣ(ulibus)	0156-08-31	0156-08-31	0	
3368	69913	rom.mil.rec.1.64_2.txt	26 26 26 26	Κόμων Κόμων Κόμων Κόμων		Severo [et] |gap=unknown| [co(n)s(ulibus)]	0156-08-31	0156-08-31	0	
3369	69913	rom.mil.rec.1.64_2.txt	27 27 28 28	Κόμων Κόμων Κόμων Κόμων		[ex] |gap=unknown| Idus Feb[ruarias]	0156-08-31	0156-08-31	0	
3370	69913	rom.mil.rec.1.64_2.txt	29 29 30 30 30 30	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		[ex] |gap=unknown| Commodo et |gap=unknown| [co(n)s(ulibus)]	0156-08-31	0156-08-31	0	
3371	69913	rom.mil.rec.1.64_2.txt	33 33 34 34 34 34	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		[ex] |gap=unknown| Severo et |gap=unknown| [consulibus]	0156-08-31	0156-08-31	0	
3372	69916	chla.10.414.txt	2 2 2 2 2 2 2 2	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		Imperante Antonino iiiet M(arco) |middot| Aurelio Vero co(n)s(ulibus)	0140-01-01	0140-12-31	0	
3373	75329	o.petr.mus.89_2.txt	1	ιβ	day: 12	ιβ	-0399-01-01	-0001-12-31	0	
3374	75329	o.petr.mus.89_2.txt	2	κε	day: 25	κε	-0399-01-01	-0001-12-31	0	
3375	75329	o.petr.mus.89_2.txt	3	κη	day: 28	κη	-0399-01-01	-0001-12-31	0	
3376	75329	o.petr.mus.89_2.txt	4	κθ	day: 29	κθ	-0399-01-01	-0001-12-31	0	
3377	75329	o.petr.mus.89_2.txt	8	λ	day: 30	λ	-0399-01-01	-0001-12-31	0	
3378	77999	p.berl.salmen.1_1.txt	3 3 3 3	ἔτους λα | Μεχεὶρ | ϛ	year: 31 | month: Mecheir | day: 6	(ἔτους) λα Μεχ(εὶρ) [ϛ]	-0086-02-16	-0086-02-16	0	
3379	77999	p.berl.salmen.1_1.txt	15 15 15 15	ἔτου να | Μεχεὶρ | ϛ	year: 51 | month: Mecheir | day: 6	[(ἔτου)] [ν]α̣ Μεχεὶρ ϛ	-0086-02-16	-0086-02-16	0	
3380	77999	p.berl.salmen.1_1.txt	25 25 25 25 25 25	ἔτους λα | Ἀπελλαίου | κα | Φαωφὶ | κα	year: 31 | month: Apellaios | day: 21 | month: Phaophi | day: 21	(ἔτους) λα Ἀπελλαίου κα Φαω(φὶ) κα	-0086-02-16	-0086-02-16	0	
3381	77999	p.berl.salmen.1_1.txt	26 26 26 26	ἔτους λα | Μεχεὶρ | ϛ	year: 31 | month: Mecheir | day: 6	(ἔτους) λα Μεχ(εὶρ) ϛ	-0086-02-16	-0086-02-16	0	
3382	77999	p.berl.salmen.1_1.txt	27 27 27 27	ἔτους λα | Μεχεὶρ | ϛ	year: 31 | month: Mecheir | day: 6	(ἔτους) λα Μεχ(εὶρ) ϛ	-0086-02-16	-0086-02-16	0	
3383	78027	bgu.19.2761.txt	7 7 7 7	ἔτους λ | Φαῶφι | ιε	year: 30 | month: Phaophi | day: 15	(ἔτους) λ Φαῶφι ιε	-0052-10-19	-0052-10-19	0	
3384	91671	bgu.19.2762v_2.txt	26 26 26 26	Φαῶφι | ιϛ | ἔτους |gap=unknown|	month: Phaophi | day: 16 | year: [ ]	Φαῶφι ιϛ (ἔτους) |gap=unknown|	0152-10-27	0152-10-27	0	after
3385	91674	bgu.19.2764v.txt	13 13 13 13 13 13 13 13 13 13 13 13 13	ἔτους β | Αὐτοκράτορος Καίσαρος Μάρκου Ἀντωνίου Γορδιανοῦ Εὐσεβοῦς Εὐτυχοῦς Σεβαστοῦ | Θὼθ | λ	year: 2 | king: Gordianus I | month: Thoth | day: 30	(ἔτους) β Αὐτοκ̣ρ̣ά̣[τορος] Κ̣α̣ί̣σ[αρο]ς̣ Μάρκ̣[ου] [Ἀντ]ωνίου Γορδιανοῦ Εὐσε̣[βοῦς] Ε̣ὐτυ̣[χ]οῦς Σεβ[αστοῦ] [,] [Θ]ὼ̣θ λ	0257-01-01	0399-12-31	0	
3386	91675	bgu.19.2765.txt	20 20 20 20 20 20 21 21 21 21 22 22	ἔτους ια' | Αὐτοκράτορος Καίσαρος Πουβλίου Λικιννίου Γαλλιηνοῦ Γερμανικοῦ Μεγίστου | Σεβαστοῦ | |gap=unknown||gap=2||gap=unknown|κ|gap=1|	year: 11 | king: Gallienus | king: Gallienus | 0	(ἔτους) ια' Αὐτο[κ]ρ̣[ά]τορος Καίσαρος Πουβ̣λίου Λικιννίου Γα[λλι]ηνοῦ Γ̣ερμα̣νι[κ]ο̣ῦ Μεγίστου |extra| Σε̣[βασ]το̣ῦ |gap=unknown||gap=2||gap=unknown|κ̣|gap=1|	0263-08-30	0264-08-28	0	
3387	91676	bgu.19.2766.txt	9 9 9 9	τὸ ἐνεστὸς δ ἔτος|slanting-stroke||slanting-stroke|	year: 4	τὸ ἐνεστ(ὸς) δ (ἔτος)|slanting-stroke||slanting-stroke|	0278-08-29	0279-08-29	1	
3388	91680	bgu.19.2770_1.txt	1 1 1 1 2 2 2 2 2 3 3 3 3 3 3	ὑπατείας τῶν δεσποτῶν ἡμῶν Οὐάλεντος τὸ ε | καὶ Οὐαλεντινιανοῦ νεωτέρου τὸ α|digit=1||slanting-stroke||slanting-stroke| τῶν αἰωνίων Αὐγούστων	consul: Flavius Iulius Valens Augustus V | consul: Flavius Valentinianus Iunior Augustus	ὑπατείας [τῶ]ν δ[εσ]ποτῶν ἡμῶν Οὐάλεν[τος] τὸ ε καὶ Οὐαλεντινιανοῦ νεωτ[(έρου)] [τὸ] [α]|slanting-stroke||slanting-stroke| τῶν αἰωνίων Αὐγούστων	0376-05-29	0376-05-29	0	
3389	91680	bgu.19.2770_1.txt	27 27	Παῦνι | δ´	month: Pauni | day: 4	[Παῦνι] [δ´]	0376-05-29	0376-05-29	0	
3390	91680	bgu.19.2770_2.txt	1 1 1 1 1 2 2 2 2 2 2 2 3 3 3	ὐπατείας τῶν δεσποτῶν ἡμῶν Οὐάλεντος τὸ ε | καὶ Οὐαλεντινιανοῦ νεωτέρου τὸ α τῶν αἰωνίων Αὐγούστων	consul: Flavius Iulius Valens Augustus V | consul: Flavius Valentinianus Iunior Augustus	ὐπατείας τῶν δεσποτῶν ἡμῶν Οὐάλεντος τὸ ε καὶ Οὐαλεντινιανοῦ νεωτέρου τὸ α τῶν αἰωνίων Αὐγούστων	0376-05-29	0376-05-29	0	
3391	91680	bgu.19.2770_2.txt	27 27	Παῦνι | δ	month: Pauni | day: 4	Παῦνι δ	0376-05-29	0376-05-29	0	
3392	91681	bgu.19.2771.txt	5 5 5 5	η ἔτους | Ἀθὺρ | ι	year: 8 | month: Hathyr | day: 10	η (ἔτους) Ἀθὺρ ι	0275-01-01	0325-12-31	0	
3393	91693	bgu.19.2784.txt	10 10 10 10	Ἐπεὶφ | κθ | ἰνδικτίονος ϛ	month: Epeiph | day: 29 | indictio: 6	Ἐπεὶφ κθ ἰνδ(ικτίονος) ϛ	0400-01-01	0599-12-31	0	
3394	91694	bgu.19.2785_1.txt	5 5 5 5	Παῦνι | ιβ | ἰνδικτίονος ἑνδεκάτης	month: Pauni | day: 12 | indictio: 11	Παῦν(ι) ιβ ἰνδ(ικτίονος) ἑνδεκάτης	0500-01-01	0699-12-31	0	
3395	91696	bgu.19.2788.txt	1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Φωκᾶ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους ἕκτου | |gap=15||gap=3| | ι|gap=1| ἰνδικτίονος	king: Phocas | year: 6 | day: [ ] | indictio: 10	[βασιλείας] [τ]ο̣ῦ̣ θειοτάτου ἡμῶν δεσπότου Φλ̣[αυ]ί̣[ου] Φωκᾶ τ̣[οῦ] [αἰ]ωνίου Αὐγούστου Αὐτοκράτορος ἔτους ἕκτου |gap=15||gap=3| ι|gap=1| [ἰ]νδικτ[ίονος]	0607-08-30	0608-08-28	0	
3396	91697	bgu.19.2789.txt	4 4 4 4	Μεσορὴ | ιδ | ἰνδικτίωνος ια	month: Mesore | day: 14 | indictio: 11	Μεσορὴ ιδ ἰνδ(ικτίωνος) ια	0400-01-01	0599-12-31	0	
3397	91698	bgu.19.2790.txt	4 4 4 4	Θὼθ | |gap=2| | ἰνδικτίωνος ια	month: Thoth | day: [ ] | indictio: 11	Θὼθ |gap=2| [ἰν]δικ(τίωνος) ια	0400-01-01	0599-12-31	0	
3398	91699	bgu.19.2791.txt	4 4 4 4	Φαῶφι | |gap=1| | ιδ ἰνδικτίονος	month: Phaophi | day: [ ] | indictio: 14	Φαῶφι |gap=1| [ιδ] ἰ̣νδ(ικτίονος)	0500-01-01	0699-12-31	0	
3399	91700	bgu.19.2792.txt	3 3	Χοιὰκ | κ|digit=20||gap=unknown|	month: Choiak | 0	Χοιὰκ κ|gap=unknown|	0500-01-01	0599-12-31	0	
3400	91702	bgu.19.2794.txt	3 3 3 3	Χοιὰκ | ι|gap=1||digit=10| | ἰνδικτίονος ιγ	month: Choiak | day: 10 | indictio: 13	Χοιὰκ ι|gap=1| ἰνδ(ικτίονος) ιγ̣	0500-01-01	0599-12-31	0	
3401	91704	bgu.19.2796.txt	3 3 3 3	Παῦνι | κθ | ἰνδικτίονος τρίτης	month: Pauni | day: 29 | indictio: 3	Παῦν(ι) κθ ἰνδ(ικτίονος) τρίτ(ης)	0500-01-01	0599-12-31	1	
3402	91710	bgu.19.2801vlin18_23.txt	23 23 23 23 23 23 23	ἔτους α | Τιβερίου Καίσαρος Σεβαστοῦ | Φαμενὼθ | |gap=2|	year: 1 | king: Tiberius | month: Phamenoth | day: [ ]	(ἔτους) α Τιβερίου Καίσαρος Σεβαστοῦ Φαμ[ε]ν̣[ὼθ] |gap=2|	0025-01-01	0075-12-31	0	
3403	91710	bgu.19.2801vlin1_8.txt	2 2 2 2 2 2 3	|gap=4| | Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Γερμανικοῦ | |gap=2||gap=unknown||gap=1|σ|gap=unknown|	0 | king: Claudius | 0	|gap=4| [Τ]ι̣[βερ]ίου Κλα[υ]δ[ίο]υ Καίσαρος Σεβασ̣τ̣[οῦ] [Γερ]μανικ̣[οῦ] |gap=2||gap=unknown||gap=1|σ̣|gap=unknown|	0025-01-01	0075-12-31	0	
3404	91710	bgu.19.2801vlin1_8.txt	7 7 7 7 8 8 8 8 8 8 8	ἔτους η | Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Γερμανικοῦ Αὐτοκράτορος | μηνὸς |gap=unknown|ου | κθ	year: 8 | king: Claudius | month: [ ] | day: 29	(ἔτους) η̣ Τι[β]ερίου Κλαυ[δ]ίου [Καίσαρος] Σ̣[εβ]α̣στοῦ Γερμαν̣ι̣κ̣[οῦ] [Αὐ]τ̣ο̣κ̣ράτορο̣ς̣ μηνὸ[ς] |gap=unknown|ο̣υ̣ κθ	0025-01-01	0075-12-31	0	
3405	91710	bgu.19.2801vlin9_17.txt	16 16 16 16 16 17 17 17 17 17 17	ἔτους α | Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Γερμανικοῦ Αὐτοκράτορος | Φαῶφι | δ	year: 1 | king: Claudius | month: Phaophi | day: 4	(ἔτους) α Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Γερμανικοῦ Αὐτοκράτορος , Φαῶφι δ	0025-01-01	0075-12-31	0	
3406	91712	bgu.19.2803_1.txt	1 1 1 1 1	μετὰ τὴν ὑπατείαν Φλ… | |gap=unknown|	0 | 0	μετὰ τὴν ὑπατείαν Φ[λ](…) |gap=unknown|	0400-01-01	0499-12-31	0	
3407	91713	bgu.19.2804.txt	1 1 1 1 1 1 1 1 1 1 1 1 1	μετὰ τὴν ὑπατείαν Φλαουίου Λογγίνου τοῦ λαμπροτάτου | Παχὼν | ϛ´ | ια ἰνδικτίονος	consul: Post consulatum Longini (East) | month: Pachons | day: 6 | indictio: 11	[μετὰ] [τὴν] [ὑπατείαν] [Φλ(αουίου)] [Λογγίνου] [τοῦ] [λαμπρ(οτάτου)] [,] [Παχ]ὼ̣ν ϛ´ , ια ἰνδικ(τίονος)	0488-05-01	0488-05-01	1	
3408	91716	bgu.19.2807_1.txt	1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3	μετὰ τὴν ὑπατείαν τοῦ δεσπότου ἡμῶν Φλαουίου Ἀναστασίου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος τὸ γ´ | NA καὶ Βηναντίου NA τοῦ ἐνδοξοτάτου | |gap=unknown|	consul: Flavius Anastasius Augustus III | consul: Venantius iunior | 0	μετὰ τὴν ὑπατείαν̣ [τοῦ] [δεσπότου] [ἡμῶν] [Φλ(αουίου)] [Ἀναστασίου] τοῦ αἰωνίου Αὐγο̣[ύστου] [Αὐτοκράτορος] [τὸ] [γ´] [?] [καὶ] [Βηναντίου] [?] τοῦ ἐνδοξο[τάτου] |gap=unknown|	0508-01-01	0508-12-31	1	
3409	91717	bgu.19.2808.txt	1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2	ὑπατείας τοῦ δεσπότου ἡμῶν Φλαουίου Ἰουστινιανοῦ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος τὸ δεύτερον | Θὼθ | τριακάδι | ζ´ ἰνδικτίονος	consul: Flavius Petrus Sabbatius Iustinianus Augustus II | month: Thoth | day: 30 | indictio: 7	[ὑπατείας] τοῦ δ̣ε̣σπότου ἡμῶν Φ[λ(αουίου)] [Ἰουστινιανοῦ] [τοῦ] [αἰωνίου] [Αὐγούστου] [Αὐτο]κράτορος τὸ δεύ[τερον] [,] [|vac=unknown|] Θὼθ τρια[κάδι] [,] [ζ´] [ἰνδικ(τίονος)]	0528-09-27	0528-09-27	0	
3410	91717	bgu.19.2808.txt	28 28 28 28 28	Θὼθ | λ | ἰνδικτίονος ζ´	month: Thoth | day: 30 | indictio: 7	Θ̣(ὼθ) λ̣ , ἰ(νδικτίονος) ζ´	0528-09-27	0528-09-27	0	
3411	91718	bgu.19.2809.txt	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2	ὑπατείας τοῦ δεσπότου ἡμῶν Φλαυίου Ἰουστινιανοῦ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος τὸ γ´ | χρυσοῦν ἔτος | Παχὼν | τετάρτῃ	consul: Flavius Petrus Sabbatius Iustinianus Augustus III | 0 | month: Pachons | 0	[ὑπατείας] [τοῦ] [δεσπότου] [ἡμῶν] Φλαυίου Ἰουστινιανοῦ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος [τὸ] [γ´] [,] [χρυσοῦν] [ἔτος] [,] [Πα]χ̣ὼν̣ τετάρτῃ	0533-04-29	0533-04-29	0	
3412	91719	bgu.19.2810.txt	1 1 1 1 1 1 1 1 1 1 1 1 1-2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Ἰουστινιανοῦ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους τριακοστοῦ τρίτου | μετὰ τὴν ὑπατείαν Φλαυίου Βασιλείου τοῦ ἐνδοξοτάτου | ἔτους ὀκτωκαιδεκάτου | |gap=unknown| | ὀγδόης ἰνδικτίονος	king: Iustinianus | year: 33 | consul: Anicius Faustus Albinus Basilius iunior | year: 18 | 0 | indictio: 8	[βασιλεία]ς τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου [Ἰουστιν]ιανοῦ τοῦ αἰων[ίου] [Αὐγούστου] [Αὐτοκράτορος] [ἔτους] [τρια]-[κοστοῦ] [τρ]ί̣του , μετὰ τὴν ὑπατείαν Φλαυίου Βασιλείο[υ] τοῦ ἐνδοξοτάτου [ἔτους] [ὀκτωκαιδεκάτου] |gap=unknown| . [|vac=unknown|] |vac=unknown| ὀγδόης ἰνδικτίονος	0559-08-30	0560-08-28	0	
3413	91719	bgu.19.2810.txt	21 21 21 21 21 21	ἐν μηνὶ Μεχεὶρ	month: Mecheir	ἐν μηνὶ Μεχεὶρ τοῦ δ|gap=4| |gap=unknown|κ̣α̣ὶ̣	0559-08-30	0560-08-28	0	
3414	91725	bgu.19.2816_1.txt	1 1 1 1	|gap=28-30|ου|gap=2||gap=8| | Φαῶφι | |gap=5| ἰνδικτίονος	0 | month: Phaophi | indictio: []	|gap=28-30|ου|gap=2||gap=8| [Φα]ῶφ[ι] |gap=5| ἰνδι[κτ]ίονος	0450-01-01	0499-12-31	0	
3415	91726	bgu.19.2817_1.txt	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2	ὑπατείας Φλαουίων Πατρικίου τοῦ λαμπροτάτου στρατηγοῦ | καὶ Ὑπατίου τοῦ λαμπροτάτου |gap=unknown| | Ἁθὺρ | ιϛ | ἐννάτης ἰνδικτίονος	consul: Flavius Patricius | consul: Flavius Hypatius | month: Hathyr | day: 16 | indictio: 9	[ὑπατείας] [Φλ(αουίων)] [Πατρικίου] [τοῦ] [λαμπροτάτου] [στρατηγοῦ] [κ]αὶ Ὑπατί[ου] τοῦ λαμπροτάτου |gap=unknown| [Ἁθὺρ] [ιϛ] [,] [ἐννάτης] [ἰνδικ]τίονος	0500-11-12	0500-11-12	0	
3416	91727	bgu.19.2818_1.txt	2 2 2 2 2 2 2 2 2 2 2 2 2 2	μετὰ τὴν ὑπατείαν Φλαουίου Ὀππορτούνου τοῦ λαμπροτάτου | Παχὼν | ια | ἀρχῇ ε ἰνδικτίονος	consul: Flavius Inportunus iunior | month: Pachons | day: 11 | indictio: 5	μετὰ τὴν ὑπατείαν Φλα̣[ουίου] [Ὀ]ππορτούν̣[ου] [τοῦ] [λ]αμπροτάτου , Π[αχ]ὼ̣ν ια , ἀρχῇ ε ἰνδικ(τίονος)	0511-05-06	0511-05-06	0	
3417	91728	bgu.19.2819.txt	1 1 1 1 1 1	|gap=40-45|τάτου | Ἁθὺρ | β | |gap=1| | ια ἰνδικτίωνος	king: Theodosius II | month: Hathyr | day: 2 | 0 | indictio: 11	|gap=40-45|[τάτ]ου Ἁθὺρ β̣ |gap=1| ια ἰνδικ(τίωνος)	0442-10-29	0442-10-29	1	
3418	91729	bgu.19.2820.txt	1 1 1 2 2 2	|gap=30-35||gap=1|ρ|gap=2| τῶν λαμπροτάτων | |gap=30-35| | ὀγδόης ἰνδικτίονος	king: X | day: [ ] | indictio: 8	|gap=30-35||gap=1|ρ̣|gap=2| τῶν λαμπροτάτων |gap=30-35| ὀ̣γδό̣ης ἰνδικτίονος	0450-01-01	0499-12-31	0	
3419	91730	bgu.19.2821.txt	1 1 1 1 1 1 2 2 2	|gap=unknown| | τοῦ ἐνδοξοτάτου | Ἐπεὶφ | νεομηνίᾳ | |gap=unknown| | τετάρτης ἰνδικτίονος	0 | king: X | month: Epeiph | day: noumenia | 0 | indictio: 4	|gap=unknown| [τοῦ] [ἐνδ]οξοτάτου , Ἐπεὶφ <ν>εομηνίᾳ |gap=unknown| [τετάρ]της ἰνδικ(τίονος)	0400-01-01	0599-12-31	0	
3420	91731	bgu.19.2822_1.txt	1 1 1 1 1 1 1 1 2 2 2 2 2 2	μετὰ τὴν ὑπατείαν Φλαουίου Φιλοξένου τοῦ ἐνδοξοτάτου | Θὼθ | τρίτῃ | ἕκτης ἰνδικτίονος	consul: Flavius Theodorus Philoxenus Soterichus Philoxenus | month: Thoth | day: 3 | indictio: 6	μετὰ τὴν ὑπατείαν Φλαουίου Φιλοξένου τοῦ ἐνδοξοτάτου , |vac=unknown| Θὼθ τρίτῃ , ἕκτης ἰνδικτίονος	0527-08-01	0527-08-01	1	
3421	91732	bgu.19.2823.txt	1 1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 3	βασιλείας καὶ ὑπατείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Ἰουστίνου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους τετάρτου | |gap=unknown| | ιε | δευτέρας ἰνδικτίονος	king: Iustinus II | year: 4 | month: [ ] | day: 15 | indictio: 2	[βασιλείας] [καὶ] [ὑπατείας] [τοῦ] θ̣ε̣[ιοτάτ]ου ἡμῶν δεσπότου [Φλαυίου] [Ἰουστίνου] [τοῦ] [αἰωνίου] Αὐγούστου Αὐτοκράτορος [ἔτους] [τετάρτου?] |gap=unknown| ιε , δ̣ε̣υτέρας ἰνδικτί̣ο̣[νος]	0568-08-29	0569-08-28	1	
3422	91735	bgu.19.2826.txt	1 1 1 1 1 1	μετὰ τὴν ὑπατείαν Φλαουίου Τροκονδη | |gap=unknown|	consul: Post consulatum Trocundis (East) | 0	μετὰ τὴν ὑπατείαν Φλ(αουίου) [Τ]ροκονδη̣ |gap=unknown|	0483-01-01	0484-09-02	0	about
3423	91736	bgu.19.2827r.txt	2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5-6 6	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Μαυρικίου Τιβερίου Νέου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους τρεισ καιδεκάτου | Μεσορὴ | |gap=1||gap=5| | τεσσαρεσκαιδεκάτης ἰνδικτίονος	king: Mauricius | year: 13 | month: Mesore | day: [ ] | indictio: 14	βα[σιλ]ε̣ί̣ας τοῦ θειοτάτου ἡμῶ[ν] [δεσπό]του Φλαυίου Μα[υ]ρικίου Τιβερίου Νέου τοῦ [αἰωνίο]υ̣ Αὐγούστου Αὐ[τ]οκράτορος ἔτους τρεισ καιδεκάτου , Μεσορὴ |gap=1||gap=5| τ̣εσσαρεσ-καιδεκάτης ἰνδικτίονος	0595-07-25	0595-08-12	0	
3424	91739	bgu.19.2829.txt	14 14 14 14 15 15 15 15 16 16	ἔτους ϛ´ | τοῦ κυρίου ἡμῶν Πρόβου Σεβαστοῦ | Μεσορὴ | κε	year: 6 | king: Probus | month: Mesore | day: 25	(ἔτους) ϛ´ τοῦ κυ[ρίου] ἡμῶν Πρόβου Σ̣ε̣β̣[αστοῦ] , Μεσορὴ κε̣	0281-08-18	0281-08-18	0	
3425	91740	bgu.19.2830.txt	17 17 17 17 17 17 17 17 17 17 17 17 17	ὑπατείας τῶν δεσποτῶν ἡμῶν Οὐαλερίου Λικιννιανοῦ Λικιννίου Σεβαστοῦ | καὶ Φλαουίου Οὐαλερίου Κωνσταντίνου | |gap=unknown|	consul: Licinius | consul: Constantinus I | 0	[ὑπατείας] [τῶν] [δεσποτῶν] [ἡμῶν] [Οὐαλερίου] [Λικιν]νιαν̣οῦ Λικιννίου Σε̣[βαστο]ῦ̣ καὶ Φλ[αουίου] [Οὐαλερίου] [Κωνσταντίνου] |gap=unknown|	0310-01-01	0310-12-31	1	
